,Cod.Car.Sec,Aprobado,Anho.Firma,Primer.Par,Segundo.Par,AOT,Primer.Rec,Segundo.Rec,Nota.Final
894,CIV-PLS13 ,0,0,15,11,0,0,0,
895,MCT-PLS13 ,1,2017,17,24,0,0,0,1F-4
896,CIV-PLS13 ,0,0,9,17,0,24,0,
897,IND-PLS13 ,1,2018,8,9,0,30,0,2F-2
898,CIV-PLS13 ,1,2018,16,22,0,0,0,1F-4
899,ELE-PLS13 ,1,2017,15,0,0,0,0,2F-3
900,CIV-PLS13 ,0,0,9,16,0,26,0,
901,CIV-PLS13 ,1,2017,16,26,0,0,0,1F-4
902,MCT-PLS13 ,0,2018,17,22,0,0,0,1F-1
903,CIV-PLS13 ,1,2017,9,21,0,0,0,"1F-1,2F-3"
904,ELE-PLS09 ,0,2017,17,20,0,0,0,1F-1
905,MEC-PLS09 ,0,0,5,2,0,0,0,
906,MEC-PLS09 ,0,0,13,8,0,24,0,
907,ELE-PLS09 ,0,2018,8,8,0,32,0,2F-1
908,CIV-PLS09 ,1,2018,12,19,0,0,0,"1F-1,2F-3"
909,CIV-PLS09 ,1,2018,14,18,0,0,0,1F-3
910,CIV-PLS09 ,1,2018,6,17,0,28,0,2F-2
911,MEC-PLS09 ,1,2018,9,19,0,34,0,2F-2
912,ELE-PLS09 ,0,0,5,0,0,0,0,
913,MEC-PLS09 ,0,0,6,0,0,0,0,
914,CIV-PLS09 ,1,2017,0,0,0,0,0,"1F-1,2F-2"
915,ELE-PLS09 ,0,0,6,4,0,0,0,
916,MEC-PLS09 ,0,0,6,0,0,0,0,
917,CIV-PLS09 ,1,2018,8,7,0,30,0,2F-2
918,MEC-PLS09 ,0,0,10,6,0,0,0,
919,MEC-PLS09 ,0,0,8,13,0,29,0,
920,ELE-PLS09 ,0,2018,14,19,0,0,0,"1F-1,2F-1"
921,MEC-PLS09 ,1,2018,6,18,0,37,0,2F-3
922,ELE-PLS09 ,0,0,8,0,0,0,0,
923,CIV-PLS09 ,0,0,0,0,0,0,0,
924,ELE-PLS09 ,0,0,4,0,0,0,0,
925,CIV-PLS09 ,0,0,0,12,0,0,0,
926,MEC-PLS09 ,0,0,0,0,0,0,0,
927,CIV-PLS09 ,0,0,9,0,0,0,0,
928,ELE-PLS09 ,1,2018,15,16,0,0,0,1F-3
929,CIV-PLS09 ,0,0,5,0,0,0,0,
930,IND-PLS09 ,0,0,6,5,0,0,0,
931,CIV-PLS09 ,0,0,7,9,0,18,0,
932,ELE-PLS09 ,0,0,11,4,0,0,0,
933,MEC-PLS09 ,1,2018,8,22,0,0,0,1F-2
934,ELE-PLS09 ,0,0,8,11,0,0,0,
935,ELE-PLS13 ,0,0,8,8,0,16,27,
936,IND-PLS13 ,1,2018,17,19,0,0,0,1F-4
937,MCT-PLS13 ,0,2018,13,21,0,0,0,3F-1
938,ELE-PLS13 ,0,2018,15,14,0,0,0,"1F-1,2F-1"
939,ELE-PLS13 ,0,2018,17,18,0,0,0,"1F-1,2F-1,3F-1"
940,MCT-PLS13 ,0,2018,12,18,0,24,15,
941,ELE-PLS13 ,0,2018,13,13,0,36,26,
942,CIV-PLS13 ,0,0,0,0,0,0,0,
943,CIV-PLS13 ,0,0,8,5,0,0,0,
944,MCT-PLS13 ,0,0,10,0,0,0,0,
945,CIV-PLS13 ,1,2018,14,24,0,44,0,2F-3
946,CIV-PLS13 ,0,0,0,0,0,0,0,
947,MCT-PLS13 ,0,2018,4,18,0,30,0,"2F-1,3F-1"
948,ELE-PLS13 ,1,2018,9,14,0,48,0,2F-4
949,CIV-PLS13 ,0,0,7,3,0,0,0,
950,IND-PLS13 ,1,2018,13,12,0,33,0,2F-2
951,ELE-PLS13 ,1,2018,10,0,0,0,0,1F-2
952,CIV-PLS13 ,0,2018,15,2,0,32,20,
953,CIV-PLS13 ,0,0,8,0,0,0,0,
954,ELE-PLS13 ,0,0,12,11,0,28,30,
955,CIV-PLS13 ,1,2018,16,21,0,0,0,1F-4
956,MCT-PLS13 ,0,0,6,16,0,0,6,
957,CIV-PLS13 ,0,2018,11,19,0,0,0,"2F-1,3F-1"
958,MCT-PLS13 ,0,2018,6,16,0,0,28,
959,ELE-PLS13 ,1,2018,11,14,0,40,0,2F-4
960,CIV-PLS13 ,1,2018,17,24,0,0,0,1F-4
961,ELE-PLS13 ,0,0,14,9,0,0,0,
962,ELE-PLS13 ,0,2018,15,15,0,0,30,1F-1
963,ELE-PLS13 ,0,2018,8,12,0,40,0,2F-1
964,MEC-PLS13 ,0,2018,12,10,0,0,38,3F-1
965,ELE-PLS13 ,0,2018,6,0,0,34,0,"2F-1,3F-1"
966,CIV-PLS13 ,0,2018,10,16,0,34,0,"2F-1,3F-1"
967,CIV-PLS13 ,0,2018,20,11,0,16,0,"2F-1,3F-1"
968,ELE-PLS13 ,0,2018,11,17,0,0,0,"1F-1,2F-1"
969,MEC-PLS13 ,0,2018,6,10,0,31,31,3F-1
970,MEC-PLS13 ,0,2018,12,13,0,34,0,"2F-1,3F-1"
971,ELE-PLS13 ,0,0,0,0,0,0,0,
972,CIV-PLS13 ,1,2018,10,16,0,0,0,1F-2
973,IND-PLS13 ,0,0,9,6,0,8,20,
974,IND-PLS13 ,0,0,0,0,0,0,0,
975,CIV-PLS13 ,1,2018,8,15,0,0,0,1F-2
976,CIV-PLS13 ,0,0,10,10,0,0,18,
977,CIV-PLS13 ,0,0,8,1,0,0,0,
978,MEC-PLS13 ,0,0,0,0,0,0,0,
979,IND-PLS13 ,0,0,6,13,0,26,25,
980,CIV-PLS13 ,0,2018,18,15,0,0,0,3F-1
981,ELE-PLS13 ,0,0,0,0,0,0,0,
982,MCT-PLS13 ,0,0,10,9,0,0,16,
983,IND-PLS13 ,0,2018,9,8,0,14,32,3F-1
984,CIV-PLS13 ,0,2018,4,11,0,32,0,"2F-1,3F-1"
985,ELE-PLS13 ,0,2018,11,11,0,0,0,3F-1
986,MCT-PLS13 ,1,2018,16,17,0,0,0,1F-2
987,MCT-PLS13 ,1,2018,13,15,0,0,0,1F-3
988,MCT-PLS13 ,0,2018,12,17,0,0,0,1F-1
989,MCT-PLS13 ,0,0,3,0,0,0,0,
990,CIV-PLS13 ,1,2018,12,23,0,0,0,1F-4
991,MCT-PLS13 ,0,2018,15,19,0,0,15,3F-1
992,MEC-PLS13 ,0,2018,7,8,0,15,31,
993,CIV-PLS13 ,1,2018,13,15,0,46,0,2F-5
994,CIV-PLS13 ,1,2018,11,14,0,46,0,2F-4
995,MCT-PLS13 ,1,2018,14,0,0,0,0,1F-2
996,MCT-PLS13 ,0,0,0,0,0,0,0,
997,CIV-PLS13 ,1,2018,16,28,0,0,0,1F-5
998,ELE-PLS13 ,0,0,12,10,0,28,26,
999,MCT-PLS13 ,1,2018,13,17,0,0,0,1F-2
1000,MCT-PLS13 ,0,0,0,0,0,0,0,
1001,ELE-PLS13 ,0,2018,15,11,0,36,0,"2F-1,3F-1"
1002,CIV-PLS13 ,0,0,0,0,0,0,0,
1003,CIV-PLS13 ,0,2018,16,11,0,25,34,3F-1
1004,MCT-PLS13 ,1,2018,0,0,0,0,0,1F-4
1005,CIV-PLS13 ,1,2018,9,9,0,33,0,2F-2
1006,MEC-PLS13 ,1,2018,9,19,0,0,42,"1F-1,3F-2"
1007,MEC-PLS13 ,0,2018,12,8,0,37,0,"2F-1,3F-1"
1008,CIV-PLS13 ,0,0,7,4,0,0,0,
1009,CIV-PLS13 ,0,2018,10,9,0,30,0,"2F-1,3F-1"
1010,MEC-PLS13 ,0,2018,12,10,0,32,0,"2F-1,3F-1"
1011,ELE-PLS13 ,0,0,0,0,0,0,0,
1012,CIV-PLS13 ,0,2018,12,16,0,20,0,"2F-1,3F-1"
1013,CIV-PLS13 ,1,2018,10,22,0,0,0,"1F-1,2F-2"
1014,MEC-PLS13 ,0,2018,11,0,0,0,0,
1015,ELE-PLS13 ,0,2018,11,12,0,44,0,3F-1
1016,MEC-PLS13 ,1,2018,18,14,0,0,0,1F-3
1017,CIV-PLS13 ,1,2018,20,19,0,0,0,1F-4
1018,ELE-PLS13 ,1,2018,11,18,0,46,0,2F-3
1019,CIV-PLS13 ,0,0,0,0,0,0,0,
1020,CIV-PLS13 ,1,2018,10,13,0,30,44,3F-3
1021,ELE-PLS13 ,0,0,8,13,0,24,29,
1022,IND-PLS13 ,0,0,15,13,0,0,0,
1023,MCT-PLS13 ,0,0,9,10,0,0,16,
1024,IND-PLS13 ,1,2018,14,22,0,0,0,1F-4
1025,MCT-PLS13 ,1,2018,11,22,0,0,0,1F-2
1026,ELE-PLS13 ,0,0,13,4,0,0,0,
1027,MCT-PLS13 ,1,2018,15,14,0,0,0,1F-3
1028,MEC-PLS13 ,1,2018,19,23,0,0,0,1F-5
1029,CIV-PLS13 ,1,2018,14,10,0,44,0,2F-4
1030,CIV-PLS13 ,1,2018,19,17,0,40,42,3F-3
1031,CIV-PLS13 ,1,2018,18,18,0,0,0,1F-2
1032,CIV-PLS13 ,0,0,8,0,0,0,0,
1033,IND-PLS13 ,0,0,8,8,0,26,25,
1034,CIV-PLS13 ,0,2018,8,15,0,32,0,
1035,MEC-PLS13 ,1,2018,13,15,0,0,0,1F-4
1036,MEC-PLS13 ,0,0,14,5,0,0,0,
1037,CIV-PLS13 ,0,0,12,0,0,0,0,
1038,CIV-PLS13 ,1,2018,9,18,0,44,0,2F-2
1039,CIV-PLS13 ,0,2018,10,12,0,38,0,"2F-1,3F-1"
1040,ELE-PLS13 ,0,0,18,17,0,0,0,
1041,CIV-PLS13 ,1,2018,4,15,0,48,0,3F-3
1042,ELE-PLS13 ,0,2018,14,16,0,0,0,3F-1
1043,CIV-PLS13 ,1,2018,16,25,0,0,0,1F-4
1044,CIV-PLS13 ,0,0,12,8,0,0,14,
1045,CIV-PLS13 ,1,2018,12,18,0,0,0,"1F-1,2F-1,3F-4"
1046,MCT-PLS13 ,0,0,6,6,0,0,0,
1047,IND-PLS13 ,1,2018,15,13,0,0,0,1F-3
1048,CIV-PLS13 ,1,2018,12,12,0,41,0,2F-5
1049,ELE-PLS13 ,1,2018,13,16,0,42,0,2F-3
1050,CIV-PLS13 ,0,2018,16,8,0,0,30,3F-1
1051,MCT-PLS13 ,1,2018,17,22,0,0,0,"1F-1,2F-3"
1052,IND-PLS13 ,0,0,0,0,0,0,0,
1053,CIV-PLS13 ,0,0,0,0,0,0,0,
1054,MCT-PLS13 ,1,2018,15,16,0,40,0,2F-4
1055,CIV-PLS13 ,0,2018,13,18,0,0,0,"1F-1,2F-1"
1056,MCT-PLS13 ,1,2018,10,5,0,36,0,2F-2
1057,CIV-PLS13 ,0,2018,14,13,0,0,36,3F-1
1058,ELE-PLS13 ,1,2018,4,13,0,52,0,2F-4
1059,CIV-PLS13 ,0,2018,12,16,0,0,0,"1F-1,2F-1"
1060,CIV-PLS13 ,0,0,4,0,0,0,0,
1061,CIV-PLS13 ,1,2018,13,12,0,0,43,"1F-1,3F-2"
1062,IND-PLS13 ,0,0,10,5,0,16,0,
1063,MCT-PLS13 ,1,2018,19,17,0,42,0,2F-4
1064,MEC-PLS13 ,0,0,5,6,0,0,0,
1065,CIV-PLS13 ,0,0,16,10,0,46,0,
1066,ELE-PLS13 ,0,0,15,13,0,0,0,
1067,MEC-PLS13 ,0,2018,12,0,0,0,0,3F-1
1068,MCT-PLS13 ,0,0,6,11,0,0,20,
1069,MCT-PLS13 ,1,2018,12,24,0,43,0,2F-5
1070,CIV-PLS13 ,1,2018,23,30,0,0,0,1F-5
1071,MCT-PLS13 ,0,0,10,12,0,0,0,
1072,ELE-PLS13 ,1,2018,12,19,0,40,0,2F-3
1073,ELE-PLS13 ,0,0,7,0,0,0,0,
1074,IND-PLS13 ,1,2018,17,18,0,0,0,1F-4
1075,CIV-PLS13 ,1,2018,17,12,0,0,0,1F-3
1076,IND-PLS13 ,0,2018,15,13,0,22,35,3F-1
1077,CIV-PLS13 ,0,2018,7,0,0,0,0,"1F-1,2F-1"
1078,MCT-PLS13 ,0,2018,0,0,0,0,0,3F-1
1079,MCT-PLS13 ,0,0,13,0,0,0,0,
1080,ELE-PLS13 ,0,2018,3,12,0,34,0,"2F-1,3F-1"
1081,IND-PLS13 ,1,2018,13,20,0,0,0,"2F-1,3F-2"
1082,CIV-PLS13 ,1,2018,21,14,0,48,0,2F-4
1083,CIV-PLS13 ,1,2018,17,25,0,58,0,2F-5
1084,CIV-PLS13 ,1,2018,17,20,0,0,0,1F-3
1085,CIV-PLS13 ,1,2018,16,10,0,0,0,1F-2
1086,IND-PLS13 ,1,2018,13,11,0,50,0,2F-5
1087,IND-PLS13 ,1,2018,13,16,0,0,0,1F-3
1088,CIV-PLS13 ,0,2018,9,11,0,34,33,3F-1
1089,ELE-PLS13 ,1,2018,11,21,0,31,0,2F-3
1090,ELE-PLS13 ,1,2018,15,14,0,40,0,2F-4
1091,ELE-PLS13 ,0,0,8,0,0,0,0,
1092,IND-PLS13 ,1,2018,14,0,0,30,0,"2F-1,3F-2"
1093,IND-PLS13 ,0,2018,11,12,0,32,0,"2F-1,3F-1"
1094,IND-PLS13 ,1,2018,17,20,0,0,0,1F-2
1095,CIV-PLS13 ,1,2018,18,4,0,14,33,3F-2
1096,ELE-PLS13 ,1,2018,13,17,0,46,0,2F-5
1097,CIV-PLS13 ,0,0,12,12,0,0,0,
1098,CIV-PLS13 ,0,0,2,0,0,0,0,
1099,MCT-PLS13 ,0,2018,13,15,0,38,0,"2F-1,3F-1"
1100,CIV-PLS13 ,0,0,5,0,0,0,0,
1101,MEC-PLS13 ,1,2018,15,15,0,0,0,1F-2
1102,CIV-PLS13 ,0,2018,15,15,0,0,0,"2F-1,3F-1"
1103,MEC-PLS13 ,1,2018,15,16,0,0,0,1F-4
1104,CIV-PLS13 ,0,0,7,13,0,24,46,
1105,ELE-PLS13 ,1,2018,15,24,0,0,0,1F-4
1106,ELE-PLS13 ,0,0,6,5,0,0,0,
1107,CIV-PLS13 ,0,0,12,4,0,0,11,
1108,MCT-PLS13 ,1,2018,9,14,0,31,0,2F-2
1109,CIV-PLS13 ,0,0,13,14,0,16,21,
1110,CIV-PLS13 ,0,2018,6,0,0,0,0,
1111,IND-PLS13 ,0,0,12,10,0,26,18,
1112,ELE-PLS13 ,1,2018,18,15,0,0,0,1F-3
1113,CIV-PLS13 ,1,2018,20,23,0,0,0,1F-4
1114,ELE-PLS13 ,0,2018,11,7,0,0,0,"2F-1,3F-1"
1115,ELE-PLS13 ,1,2018,5,14,0,46,0,2F-4
1116,MCT-PLS13 ,1,2018,11,23,0,52,0,2F-5
1117,ELE-PLS13 ,0,0,10,0,0,0,0,
1118,MCT-PLS13 ,0,0,7,0,0,0,0,
1119,ELE-PLS13 ,0,0,8,7,0,0,18,
1120,IND-PLS13 ,0,2018,10,6,0,30,0,"2F-1,3F-1"
1121,MEC-PLS13 ,0,2018,3,12,0,44,0,3F-1
1122,CIV-PLS13 ,0,0,8,9,0,14,13,
1123,IND-PLS13 ,0,2018,13,16,0,0,0,1F-1
1124,CIV-PLS13 ,1,2018,11,15,0,26,38,3F-3
1125,ELE-PLS13 ,0,0,8,7,0,0,0,
1126,ELE-PLS13 ,1,2018,8,16,0,32,0,2F-3
1127,MCT-PLS13 ,1,2018,7,16,0,32,0,2F-2
1128,MCT-PLS13 ,0,2018,15,19,0,0,0,3F-1
1129,IND-PLS13 ,0,2018,11,9,0,32,10,3F-1
1130,CIV-PLS13 ,1,2018,13,15,0,48,0,2F-5
1131,ELE-PLS13 ,1,2018,17,12,0,50,0,2F-5
1132,ELE-PLS13 ,0,0,0,0,0,0,0,
1133,IND-PLS13 ,0,0,12,0,0,0,0,
1134,ELE-PLS13 ,1,2018,0,0,0,43,0,2F-2
1135,CIV-PLS13 ,0,2018,11,13,0,30,0,"2F-1,3F-1"
1136,CIV-PLS13 ,0,0,0,0,0,0,0,
1137,CIV-PLS13 ,0,2018,12,5,0,29,0,"2F-1,3F-1"
1138,CIV-PLS13 ,0,0,2,13,0,0,0,
1139,CIV-PLS13 ,0,2018,13,3,0,37,0,2F-1
1140,CIV-PLS13 ,1,2018,20,10,0,0,0,"1F-1,2F-2"
1141,CIV-PLS13 ,1,2018,12,15,0,36,0,2F-2
1142,CIV-PLS13 ,1,2018,15,14,0,0,0,"1F-1,2F-2"
1143,CIV-PLS13 ,1,2018,7,22,0,46,0,2F-4
1144,CIV-PLS13 ,0,0,10,2,0,0,0,
1145,ELE-PLS13 ,0,2018,7,0,0,0,0,3F-1
1146,ELE-PLS13 ,0,0,10,0,0,0,0,
1147,MCT-PLS13 ,1,2018,14,12,0,48,0,2F-5
1148,CIV-PLS13 ,0,2018,12,11,0,27,34,
1149,MCT-PLS13 ,0,2018,10,0,0,36,0,2F-1
1150,CIV-PLS13 ,1,2018,13,26,0,39,0,2F-4
1151,ELE-PLS13 ,1,2018,8,8,0,48,0,2F-2
1152,ELE-PLS13 ,0,2018,13,16,0,0,0,2F-1
1153,ELE-PLS13 ,0,2018,16,12,0,0,0,2F-1
1154,CIV-PLS13 ,0,2018,11,11,0,17,29,3F-1
1155,ELE-PLS13 ,0,2018,11,19,0,0,21,
1156,ELE-PLS13 ,0,2018,16,15,0,0,0,"1F-1,2F-1,3F-1"
1157,ELE-PLS13 ,0,0,6,5,0,0,0,
1158,ELE-PLS13 ,0,2018,11,23,0,0,0,1F-1
1159,CIV-PLS13 ,0,0,17,7,0,0,0,
1160,CIV-PLS13 ,0,2018,10,5,0,28,0,3F-1
1161,IND-PLS13 ,0,2018,16,14,0,0,0,"1F-1,2F-1"
1162,ELE-PLS13 ,1,2018,15,24,0,50,0,2F-5
1163,IND-PLS13 ,1,2018,12,23,0,0,0,1F-4
1164,ELE-PLS13 ,0,2018,13,0,0,0,0,3F-1
1165,ELE-PLS13 ,0,0,0,0,0,0,0,
1166,ELE-PLS13 ,1,2018,16,23,0,0,0,1F-2
1167,CIV-PLS13 ,1,2018,9,15,0,46,0,2F-3
1168,ELE-PLS13 ,0,2018,9,7,0,34,0,"2F-1,3F-1"
1169,IND-PLS13 ,1,2018,0,0,0,0,0,1F-2
1170,ELE-PLS13 ,0,0,0,0,0,0,0,
1171,CIV-PLS13 ,1,2018,17,20,0,0,0,1F-4
1172,ELE-PLS13 ,1,2018,13,10,0,39,0,2F-2
1173,IND-PLS13 ,0,2018,7,15,0,34,0,"2F-1,3F-1"
1174,MCT-PLS13 ,1,2018,9,15,0,38,0,2F-2
1175,CIV-PLS13 ,0,0,9,14,0,17,17,
1176,MCT-PLS13 ,0,0,6,0,0,0,0,
1177,ELE-PLS13 ,1,2018,15,17,0,0,0,"1F-1,2F-2"
1178,CIV-PLS13 ,1,2018,9,27,0,0,0,1F-4
1179,MCT-PLS13 ,1,2018,13,18,0,52,0,2F-4
1180,IND-PLS13 ,1,2018,16,12,0,0,0,1F-2
1181,IND-PLS13 ,0,0,6,12,0,0,20,
1182,MCT-PLS13 ,0,0,10,5,0,8,18,
1183,MCT-PLS13 ,0,0,8,4,0,0,0,
1184,CIV-PLS13 ,1,2018,14,25,0,0,0,1F-3
1185,CIV-PLS13 ,1,2018,21,17,0,0,0,1F-4
1186,IND-PLS13 ,1,2018,14,20,0,0,0,1F-2
1187,CIV-PLS13 ,0,0,10,12,0,22,14,
1188,CIV-PLS13 ,0,0,10,12,0,2,0,
1189,ELE-PLS13 ,1,2018,12,24,0,0,0,1F-2
1190,CIV-PLS13 ,0,2018,13,20,0,0,0,3F-1
1191,IND-PLS13 ,1,2018,16,10,0,46,0,2F-5
1192,CIV-PLS13 ,1,2018,15,14,0,0,0,1F-2
1193,CIV-PLS13 ,0,0,0,0,0,0,0,
1194,ELE-PLS13 ,0,2018,10,9,0,44,0,"2F-1,3F-1"
1195,CIV-PLS13 ,1,2018,14,23,0,0,0,1F-3
1196,ELE-PLS13 ,1,2018,15,22,0,0,0,1F-2
1197,ELE-PLS13 ,0,0,3,0,0,0,0,
1198,MEC-PLS13 ,0,2018,13,22,0,24,32,3F-1
1199,CIV-PLS13 ,0,0,8,0,0,0,0,
1200,MCT-PLS13 ,1,2018,16,20,0,25,0,2F-3
1201,MCT-PLS13 ,0,0,11,4,0,26,0,
1202,CIV-PLS13 ,0,0,11,6,0,0,0,
1203,CIV-PLS13 ,0,0,13,10,0,17,16,
1204,MCT-PLS13 ,1,2018,12,17,0,44,0,2F-3
1205,MCT-PLS13 ,0,0,9,6,0,0,0,
1206,IND-PLS13 ,0,0,10,0,0,0,0,
1207,MCT-PLS13 ,0,0,8,2,0,0,0,
1208,ELE-PLS13 ,0,0,9,1,0,0,0,
1209,MCT-PLS13 ,0,0,0,0,0,0,0,
1210,MCT-PLS13 ,0,0,9,0,0,0,0,
1211,CIV-PLS13 ,1,2018,7,15,0,38,0,2F-3
1212,IND-PLS13 ,0,2018,11,11,0,44,0,"2F-1,3F-1"
1213,MCT-PLS13 ,1,2018,17,17,0,38,0,2F-2
1214,CIV-PLS13 ,1,2018,10,15,0,48,0,2F-3
1215,IND-PLS13 ,0,0,0,0,0,0,0,
1216,MEC-PLS13 ,0,0,14,10,0,20,13,
1217,ELE-PLS13 ,0,0,9,0,0,0,0,
1218,ELE-PLS13 ,1,2018,18,26,0,0,0,1F-4
1219,CIV-PLS13 ,0,2018,7,24,0,0,0,"2F-1,3F-1"
1220,ELE-PLS13 ,0,2018,13,9,0,40,0,"2F-1,3F-1"
1221,ELE-PLS13 ,0,2018,15,10,0,0,38,3F-1
1222,ELE-PLS13 ,0,0,15,9,0,25,0,
1223,MCT-PLS13 ,0,0,7,4,0,0,0,
1224,CIV-PLS13 ,0,0,11,4,0,20,0,
1225,CIV-PLS13 ,1,2018,15,22,0,0,0,1F-3
1226,ELE-PLS13 ,0,0,2,0,0,0,0,
1227,IND-PLS13 ,0,2018,12,11,0,36,0,"2F-1,3F-1"
1228,CIV-PLS13 ,1,2018,15,14,0,0,0,"1F-1,2F-2"
1229,MCT-PLS13 ,0,0,9,3,0,0,0,
1230,ELE-PLS13 ,1,2018,11,8,0,40,0,2F-2
1231,ELE-PLS13 ,0,2018,13,18,0,0,0,
1232,MCT-PLS13 ,0,0,4,6,0,0,0,
1233,MCT-PLS13 ,0,0,10,15,0,24,18,
1234,MEC-PLS13 ,1,2018,8,0,0,0,0,1F-2
1235,CIV-PLS13 ,1,2018,11,6,0,44,0,2F-3
1236,CIV-PLS13 ,1,2018,15,21,0,0,0,1F-4
1237,ELE-PLS13 ,0,0,0,0,0,0,0,
1238,IND-PLS13 ,0,0,5,0,0,0,0,
1239,CIV-PLS13 ,1,2018,13,18,0,0,0,1F-2
1240,ELE-PLS13 ,0,2018,17,14,0,26,32,3F-1
1241,ELE-PLS13 ,0,0,8,2,0,0,0,
1242,CIV-PLS13 ,0,2018,9,7,0,0,35,
1243,MCT-PLS13 ,0,0,13,10,0,14,26,
1244,CIV-PLS13 ,0,0,0,0,0,0,0,
1245,CIV-PLS13 ,0,0,7,8,0,0,28,
1246,ELE-PLS13 ,1,2018,8,22,0,30,43,3F-3
1247,CIV-PLS13 ,1,2018,13,18,0,48,0,2F-5
1248,ELE-PLS13 ,1,2018,18,20,0,46,0,2F-4
1249,MEC-PLS13 ,0,2018,10,16,0,0,32,
1250,ELE-PLS13 ,0,2018,17,13,0,32,30,
1251,IND-PLS13 ,1,2018,14,22,0,0,0,1F-4
1252,ELE-PLS13 ,0,2018,14,6,0,22,32,
1253,ELE-PLS13 ,0,0,12,11,0,0,0,
1254,MCT-PLS13 ,0,0,4,0,0,0,0,
1255,CIV-PLS13 ,0,0,12,14,0,20,23,
1256,CIV-PLS13 ,0,0,10,11,0,20,25,
1257,CIV-PLS13 ,0,2018,12,18,0,0,0,1F-1
1258,ELE-PLS13 ,1,2018,16,11,0,44,0,2F-4
1259,MCT-PLS13 ,1,2018,16,20,0,0,0,1F-4
1260,CIV-PLS13 ,0,2018,8,10,0,36,0,3F-1
1261,MCT-PLS13 ,0,0,0,0,0,0,0,
1262,CIV-PLS13 ,1,2018,12,20,0,0,0,1F-2
1263,ELE-PLS13 ,0,2018,15,17,0,0,34,3F-1
1264,CIV-PLS13 ,1,2018,11,12,0,54,0,2F-5
1265,MCT-PLS13 ,1,2018,14,24,0,0,0,1F-2
1266,ELE-PLS13 ,1,2018,7,12,0,44,0,2F-4
1267,CIV-PLS13 ,0,0,8,0,0,0,0,
1268,ELE-PLS13 ,0,2018,8,8,0,31,0,"2F-1,3F-1"
1269,MCT-PLS13 ,0,0,14,13,0,22,24,
1270,CIV-PLS13 ,0,0,7,1,0,0,0,
1271,CIV-PLS13 ,1,2018,19,13,0,48,0,2F-5
1272,CIV-PLS13 ,0,2018,14,11,0,32,0,
1273,CIV-PLS13 ,0,0,8,2,0,0,0,
1274,CIV-PLS13 ,0,2018,8,14,0,16,30,3F-1
1275,IND-PLS13 ,0,0,6,9,0,20,22,
1276,CIV-PLS13 ,1,2018,15,20,0,40,0,2F-3
1277,MCT-PLS13 ,0,0,0,0,0,0,0,
1278,CIV-PLS13 ,1,2018,16,21,0,42,0,2F-3
1279,ELE-PLS13 ,0,0,4,0,0,0,0,
1280,CIV-PLS13 ,0,0,5,7,0,0,0,
1281,CIV-PLS13 ,0,0,11,8,0,0,13,
1282,MEC-PLS13 ,1,2018,19,19,0,0,0,1F-2
1283,ELE-PLS13 ,1,2018,17,21,0,52,0,2F-5
1284,ELE-PLS13 ,0,0,9,8,0,10,20,
1285,IND-PLS13 ,0,0,6,0,0,0,0,
1286,ELE-PLS13 ,1,2018,10,12,0,34,0,2F-2
1287,ELE-PLS13 ,0,2018,13,14,0,34,0,"2F-1,3F-1"
1288,CIV-PLS13 ,0,2018,0,0,0,0,0,
1289,MCT-PLS13 ,1,2018,13,17,0,42,0,2F-4
1290,ELE-PLS13 ,1,2018,18,24,0,44,0,2F-3
1291,ELE-PLS13 ,0,2018,15,13,0,0,0,"1F-1,2F-1,3F-1"
1292,CIV-PLS13 ,0,2018,13,13,0,26,30,3F-1
1293,ELE-PLS13 ,1,2018,18,15,0,0,0,"1F-1,2F-2"
1294,IND-PLS13 ,0,2018,13,18,0,0,0,3F-1
1295,ELE-PLS13 ,0,2018,15,14,0,38,0,2F-1
1296,CIV-PLS13 ,0,0,9,7,0,0,16,
1297,IND-PLS13 ,0,0,6,0,0,0,0,
1298,MEC-PLS13 ,0,0,8,9,0,0,5,
1299,CIV-PLS13 ,0,0,8,2,0,0,0,
1300,CIV-PLS13 ,0,2018,11,11,0,28,30,3F-1
1301,CIV-PLS13 ,0,0,4,0,0,0,0,
1302,CIV-PLS13 ,1,2018,15,14,0,0,0,1F-3
1303,MCT-PLS13 ,1,2018,16,26,0,0,0,1F-3
1304,CIV-PLS13 ,0,2018,11,9,0,14,32,3F-1
1305,MEC-PLS13 ,1,2018,13,13,0,0,0,"1F-1,2F-3"
1306,MCT-PLS13 ,0,2018,14,14,0,27,0,2F-1
1307,ELE-PLS13 ,1,2018,15,11,0,50,0,2F-4
1308,CIV-PLS13 ,0,0,11,13,0,0,0,
1309,CIV-PLS13 ,0,0,10,14,0,22,0,
1310,IND-PLS13 ,1,2018,12,9,0,0,0,1F-3
1311,ELE-PLS13 ,0,2018,10,15,0,28,0,"2F-1,3F-1"
1312,ELE-PLS13 ,0,0,8,2,0,0,0,
1313,CIV-PLS13 ,0,2018,14,6,0,30,0,
1314,CIV-PLS13 ,0,2018,14,14,0,36,0,2F-1
1315,ELE-PLS13 ,1,2018,9,13,0,54,0,2F-5
1316,CIV-PLS13 ,1,2018,18,21,0,0,0,1F-5
1317,ELE-PLS13 ,0,0,0,0,0,0,0,
1318,ELE-PLS13 ,0,0,0,0,0,0,0,
1319,CIV-PLS13 ,1,2018,12,19,0,0,0,1F-2
